#{"t_start": 1680874795.764268, "env_id": null}
r,l,t
1.0,3,31.144113
1.0,3,31.145067
1.0,3,31.146051
1.0,3,31.146962
1.0,3,31.14788
1.0,3,31.148749
1.0,3,31.14972
1.0,3,31.15062
1.0,3,31.151606
1.0,3,31.152579
1.0,3,31.153685
1.0,3,31.154954
1.0,3,31.155966
1.0,3,31.157246
1.0,3,31.158295
1.0,3,31.159169
1.0,3,31.160025
1.0,3,31.161261
1.0,3,31.162539
1.0,3,31.163799
1.0,3,31.164804
1.0,3,31.165918
1.0,3,31.167088
1.0,3,31.168296
1.0,3,31.169453
1.0,3,31.170492
1.0,3,31.171686
1.0,3,31.173208
1.0,3,31.17434
1.0,3,31.175337
1.0,3,31.17678
1.0,3,31.177809
1.0,3,31.178842
1.0,3,31.18007
1.0,3,31.181489
1.0,3,31.182751
1.0,3,31.183905
1.0,3,31.184995
1.0,3,31.185964
1.0,3,31.187026
1.0,3,31.187926
1.0,3,31.18883
1.0,3,31.190074
1.0,3,31.191002
1.0,3,31.191883
1.0,3,31.192778
1.0,3,31.193654
1.0,3,31.194541
1.0,3,31.195416
1.0,3,31.196304
1.0,3,31.19749
1.0,3,31.198894
1.0,3,31.2001
1.0,3,31.201149
1.0,3,31.202384
1.0,3,31.203574
1.0,3,31.204645
1.0,3,31.20567
1.0,3,31.206912
1.0,3,31.207968
1.0,3,31.209225
1.0,3,31.21031
1.0,3,31.211369
1.0,3,31.212438
1.0,3,31.213524
1.0,3,31.214595
1.0,3,31.215638
1.0,3,31.216695
1.0,3,31.217793
1.0,3,31.218795
1.0,3,31.220016
1.0,3,31.221004
1.0,3,31.2222
1.0,3,31.223338
1.0,3,31.224372
1.0,3,31.225457
1.0,3,31.226639
1.0,3,31.227828
1.0,3,31.228974
1.0,3,31.230126
1.0,3,31.231241
1.0,3,31.232363
1.0,3,31.233548
1.0,3,31.23478
1.0,3,31.235819
1.0,3,31.236745
1.0,3,31.237735
1.0,3,31.23879
1.0,3,31.239758
1.0,3,31.240844
1.0,3,31.241833
1.0,3,31.242777
1.0,3,31.243711
1.0,3,31.244679
1.0,3,31.24562
1.0,3,31.246696
1.0,3,31.247633
1.0,3,31.248693
1.0,3,31.249652
1.0,3,31.250604
1.0,3,31.251503
1.0,3,31.252479
1.0,3,31.253433
1.0,3,31.254459
1.0,3,31.25536
1.0,3,31.256259
1.0,3,31.257168
1.0,3,31.25806
1.0,3,31.258961
1.0,3,31.259901
1.0,3,31.260842
1.0,3,31.261886
1.0,3,31.2629
1.0,3,31.263869
1.0,3,31.264827
1.0,3,31.265751
1.0,3,31.266715
1.0,3,31.267632
1.0,3,31.268584
1.0,3,31.269602
1.0,3,31.270559
1.0,3,31.271471
1.0,3,31.272418
1.0,3,31.273571
1.0,3,31.274485
1.0,3,31.275616
1.0,3,31.276591
1.0,3,31.2776
1.0,3,31.278548
1.0,3,31.279472
1.0,3,31.28051
1.0,3,31.281519
1.0,3,31.282527
1.0,3,31.283585
1.0,3,31.284698
1.0,3,31.285622
1.0,3,31.286765
1.0,3,31.28785
1.0,3,31.288981
1.0,3,31.290037
1.0,3,31.291041
1.0,3,31.292054
1.0,3,31.293159
1.0,3,31.294318
1.0,3,31.29531
1.0,3,31.296339
1.0,3,31.297439
1.0,3,31.298388
1.0,3,31.2994
1.0,3,31.30039
1.0,3,31.3014
1.0,3,31.302365
1.0,3,31.303412
1.0,3,31.304316
1.0,3,31.305213
1.0,3,31.306142
1.0,3,31.307174
1.0,3,31.308148
1.0,3,31.309283
1.0,3,31.310398
1.0,3,31.311422
1.0,3,31.312506
1.0,3,31.313437
1.0,3,31.314393
1.0,3,31.315451
1.0,3,31.316542
1.0,3,31.317557
1.0,3,31.3187
1.0,3,31.319725
1.0,3,31.320829
1.0,3,31.321804
1.0,3,31.322925
1.0,3,31.324121
1.0,3,31.325328
1.0,3,31.326428
1.0,3,31.327447
1.0,3,31.328448
1.0,3,31.329595
1.0,3,31.330582
1.0,3,31.331511
1.0,3,31.332477
1.0,3,31.333394
1.0,3,31.334507
1.0,3,31.335523
1.0,3,31.336463
1.0,3,31.337501
1.0,3,31.338577
1.0,3,31.339572
1.0,3,31.340666
1.0,3,31.341775
1.0,3,31.342861
1.0,3,31.343789
1.0,3,31.344683
1.0,3,31.345602
1.0,3,31.346561
1.0,3,31.347619
1.0,3,31.348635
1.0,3,31.349603
1.0,3,31.350756
1.0,3,31.351766
1.0,3,31.352748
1.0,3,31.353744
1.0,3,31.35478
1.0,3,31.355726
1.0,3,31.356801
1.0,3,31.357748
1.0,3,31.358708
1.0,3,31.359706
1.0,3,31.360678
1.0,3,31.361696
1.0,3,31.362723
1.0,3,31.363771
1.0,3,31.364759
1.0,3,31.365848
1.0,3,31.366818
1.0,3,31.367835
1.0,3,31.368974
1.0,3,31.369906
1.0,3,31.370826
1.0,3,31.371836
1.0,3,31.372798
1.0,3,31.373745
1.0,3,31.374787
1.0,3,31.375741
1.0,3,31.376734
1.0,3,31.377746
1.0,3,31.378937
1.0,3,31.379991
1.0,3,31.380934
1.0,3,31.381893
1.0,3,31.38281
1.0,3,31.383722
1.0,3,31.384827
1.0,3,31.385883
1.0,3,31.386833
1.0,3,31.387727
1.0,3,31.388665
1.0,3,31.389622
1.0,3,31.390561
1.0,3,31.391637
1.0,3,31.392613
1.0,3,31.39365
1.0,3,31.394585
1.0,3,31.395531
1.0,3,31.39652
1.0,3,31.397609
1.0,3,31.398739
1.0,3,31.39965
1.0,3,31.400615
1.0,3,31.401659
1.0,3,31.402571
1.0,3,31.403447
1.0,3,31.404347
1.0,3,31.405286
1.0,3,31.406195
1.0,3,31.407064
1.0,3,31.407956
1.0,3,31.409032
1.0,3,31.409944
1.0,3,31.410874
1.0,3,31.411776
1.0,3,31.412644
1.0,3,31.413653
1.0,3,31.414726
1.0,3,31.415647
1.0,3,31.416607
1.0,3,31.417575
1.0,3,31.418519
1.0,3,31.41946
1.0,3,31.420429
1.0,3,31.421471
1.0,3,31.422423
1.0,3,31.42345
1.0,3,31.424418
1.0,3,31.425369
1.0,3,31.426317
1.0,3,31.427251
1.0,3,31.428234
1.0,3,31.429181
1.0,3,31.430094
1.0,3,31.431026
1.0,3,31.432075
1.0,3,31.433049
1.0,3,31.433991
1.0,3,31.434945
1.0,3,31.43603
1.0,3,31.436953
1.0,3,31.437907
1.0,3,31.438853
1.0,3,31.439855
1.0,3,31.440843
1.0,3,31.441831
1.0,3,31.442883
1.0,3,31.443876
1.0,3,31.444853
1.0,3,31.445751
1.0,3,31.446683
1.0,3,31.447639
1.0,3,31.448697
1.0,3,31.449795
1.0,3,31.450752
1.0,3,31.451667
1.0,3,31.452625
1.0,3,31.453568
1.0,3,31.4545
1.0,3,31.455447
1.0,3,31.45638
1.0,3,31.457311
1.0,3,31.45837
1.0,3,31.459399
1.0,3,31.460407
1.0,3,31.461465
1.0,3,31.462459
1.0,3,31.463556
1.0,3,31.464594
1.0,3,31.465547
1.0,3,31.466441
1.0,3,31.467321
1.0,3,31.468406
1.0,3,31.469361
1.0,3,31.470304
1.0,3,31.471219
1.0,3,31.472178
1.0,3,31.473057
1.0,3,31.473926
1.0,3,31.475001
1.0,3,31.47626
1.0,3,31.477492
1.0,3,31.478692
1.0,3,31.47976
1.0,3,31.481075
1.0,3,31.482247
1.0,3,31.483356
1.0,3,31.484422
1.0,3,31.485558
1.0,3,31.486649
1.0,3,31.487661
1.0,3,31.488717
1.0,3,31.489797
1.0,3,31.490985
1.0,3,31.492131
1.0,3,31.493105
1.0,3,31.494075
1.0,3,31.495124
1.0,3,31.496208
1.0,3,31.497156
1.0,3,31.498167
1.0,3,31.499141
1.0,3,31.500194
1.0,3,31.501258
1.0,3,31.502249
1.0,3,31.503228
1.0,3,31.504159
1.0,3,31.505209
1.0,3,31.506173
1.0,3,31.507136
1.0,3,31.508202
1.0,3,31.509128
1.0,3,31.510068
1.0,3,31.511004
1.0,3,31.511902
1.0,3,31.512959
1.0,3,31.513917
1.0,3,31.514828
1.0,3,31.515736
1.0,3,31.516703
1.0,3,31.517696
1.0,3,31.518713
1.0,3,31.519735
1.0,3,31.520709
1.0,3,31.521633
1.0,3,31.522573
1.0,3,31.523601
1.0,3,31.5247
1.0,3,31.525775
1.0,3,31.526858
1.0,3,31.527829
1.0,3,31.528751
1.0,3,31.529804
1.0,3,31.530744
1.0,3,31.531761
1.0,3,31.532686
1.0,3,31.533655
1.0,3,31.534615
1.0,3,31.535514
1.0,3,31.536576
1.0,3,31.537674
1.0,3,31.538622
1.0,3,31.539605
1.0,3,31.540571
1.0,3,31.541463
1.0,3,31.542425
1.0,3,31.543564
1.0,3,31.544509
1.0,3,31.54554
1.0,3,31.546598
1.0,3,31.547675
1.0,3,31.548712
1.0,3,31.54968
1.0,3,31.550683
1.0,3,31.551617
1.0,3,31.552655
1.0,3,31.553628
1.0,3,31.554728
1.0,3,31.555794
1.0,3,31.556797
1.0,3,31.557846
1.0,3,31.558814
1.0,3,31.559862
1.0,3,31.560998
1.0,3,31.562062
1.0,3,31.563147
1.0,3,31.564109
1.0,3,31.565114
1.0,3,31.566215
1.0,3,31.567139
1.0,3,31.56807
1.0,3,31.568972
1.0,3,31.569868
1.0,3,31.570827
1.0,3,31.571837
1.0,3,31.572798
1.0,3,31.573715
1.0,3,31.574665
1.0,3,31.575666
1.0,3,31.576667
1.0,3,31.577622
1.0,3,31.578631
1.0,3,31.579606
1.0,3,31.580736
1.0,3,31.581751
1.0,3,31.582857
1.0,3,31.583843
1.0,3,31.584765
1.0,3,31.585717
1.0,3,31.58673
1.0,3,31.587681
1.0,3,31.588587
1.0,3,31.589563
1.0,3,31.590533
1.0,3,31.591471
1.0,3,31.592409
1.0,3,31.593368
1.0,3,31.594297
1.0,3,31.595231
1.0,3,31.59616
1.0,3,31.597179
1.0,3,31.598165
1.0,3,31.599117
1.0,3,31.600031
1.0,3,31.600962
1.0,3,31.601946
1.0,3,31.603065
1.0,3,31.604156
1.0,3,31.605187
1.0,3,31.606125
1.0,3,31.607039
1.0,3,31.608065
1.0,3,31.6092
1.0,3,31.61032
1.0,3,31.611241
1.0,3,31.612279
1.0,3,31.613455
1.0,3,31.614571
1.0,3,31.615528
1.0,3,31.616534
1.0,3,31.617656
1.0,3,31.618853
1.0,3,31.619921
1.0,3,31.620906
1.0,3,31.621831
1.0,3,31.622933
1.0,3,31.623858
1.0,3,31.624739
1.0,3,31.625604
1.0,3,31.626689
1.0,3,31.627759
1.0,3,31.628791
1.0,3,31.629725
1.0,3,31.630765
1.0,3,31.631765
1.0,3,31.632826
1.0,3,31.633871
1.0,3,31.634859
1.0,3,31.635921
1.0,3,31.636877
1.0,3,31.637967
1.0,3,31.638977
1.0,3,31.639971
1.0,3,31.640992
1.0,3,31.642035
1.0,3,31.642966
1.0,3,31.644022
1.0,3,31.645088
1.0,3,31.646162
1.0,3,31.647145
1.0,3,31.648087
1.0,3,31.649105
1.0,3,31.650051
1.0,3,31.650986
1.0,3,31.652001
1.0,3,31.653079
1.0,3,31.654115
1.0,3,31.655122
1.0,3,31.65603
1.0,3,31.656904
1.0,3,31.657788
1.0,3,31.658683
1.0,3,31.659567
1.0,3,31.660664
1.0,3,31.661647
1.0,3,31.66257
1.0,3,31.663696
1.0,3,31.664844
1.0,3,31.665966
1.0,3,31.666969
1.0,3,31.667967
1.0,3,31.668942
1.0,3,31.669955
1.0,3,31.670926
1.0,3,31.67187
1.0,3,31.672773
1.0,3,31.673666
1.0,3,31.674704
1.0,3,31.67578
1.0,3,31.676937
1.0,3,31.677942
1.0,3,31.678856
1.0,3,31.679747
1.0,3,31.680671
1.0,3,31.681605
1.0,3,31.682589
1.0,3,31.683576
1.0,3,31.684569
1.0,3,31.68554
1.0,3,31.686514
1.0,3,31.687553
1.0,3,31.688476
1.0,3,31.689394
1.0,3,31.690364
1.0,3,31.691485
1.0,3,31.692428
1.0,3,31.693452
1.0,3,31.694475
1.0,3,31.695368
1.0,3,31.696394
1.0,3,31.697341
1.0,3,31.698431
1.0,3,31.699352
1.0,3,31.700372
1.0,3,31.701338
1.0,3,31.702269
1.0,3,31.703284
1.0,3,31.704312
1.0,3,31.705287
1.0,3,31.706273
1.0,3,31.707184
1.0,3,31.708147
1.0,3,31.709088
1.0,3,31.710058
1.0,3,31.711154
1.0,3,31.712111
1.0,3,31.713042
1.0,3,31.713969
1.0,3,31.714896
1.0,3,31.715791
1.0,3,31.716736
1.0,3,31.717682
1.0,3,31.718651
1.0,3,31.71959
1.0,3,31.720659
1.0,3,31.721634
1.0,3,31.722607
1.0,3,31.723619
1.0,3,31.724637
1.0,3,31.7256
1.0,3,31.726507
1.0,3,31.72752
1.0,3,31.72851
1.0,3,31.729447
1.0,3,31.730394
1.0,3,31.73132
1.0,3,31.732291
1.0,3,31.733357
1.0,3,31.734412
1.0,3,31.735416
1.0,3,31.736412
1.0,3,31.737422
1.0,3,31.738491
1.0,3,31.739399
1.0,3,31.740369
1.0,3,31.741294
1.0,3,31.742274
1.0,3,31.743345
1.0,3,31.744337
1.0,3,31.745284
1.0,3,31.74636
1.0,3,31.747392
1.0,3,31.748595
1.0,3,31.749564
1.0,3,31.750501
1.0,3,31.751443
1.0,3,31.75258
1.0,3,31.753588
1.0,3,31.754527
1.0,3,31.755469
1.0,3,31.756444
1.0,3,31.757482
1.0,3,31.758623
1.0,3,31.759708
1.0,3,31.760838
1.0,3,31.761772
1.0,3,31.762691
1.0,3,31.764643
1.0,3,31.765595
1.0,3,31.769578
1.0,3,31.770595
1.0,3,31.771559
1.0,3,31.772571
1.0,3,31.773584
1.0,3,31.774577
1.0,3,31.775584
1.0,3,31.77656
1.0,3,31.777519
1.0,3,31.778503
1.0,3,31.779472
1.0,3,31.780562
1.0,3,31.781605
1.0,3,31.782699
1.0,3,31.783759
1.0,3,31.784718
1.0,3,31.785762
1.0,3,31.786739
1.0,3,31.787675
1.0,3,31.788643
1.0,3,31.789634
1.0,3,31.790559
1.0,3,31.79154
1.0,3,31.792638
1.0,3,31.793664
1.0,3,31.794684
1.0,3,31.795626
1.0,3,31.796632
1.0,3,31.797576
1.0,3,31.798538
1.0,3,31.799585
1.0,3,31.800555
1.0,3,31.801594
1.0,3,31.802623
1.0,3,31.803698
1.0,3,31.804719
1.0,3,31.805658
1.0,3,31.806674
1.0,3,31.807609
1.0,3,31.808624
1.0,3,31.809574
1.0,3,31.810516
1.0,3,31.811564
1.0,3,31.812645
1.0,3,31.813649
1.0,3,31.814572
1.0,3,31.815515
1.0,3,31.816585
1.0,3,31.817581
1.0,3,31.818589
1.0,3,31.819662
1.0,3,31.820734
1.0,3,31.82166
1.0,3,31.822647
1.0,3,31.823673
1.0,3,31.824676
1.0,3,31.82571
1.0,3,31.826782
1.0,3,31.827864
1.0,3,31.829033
1.0,3,31.830096
1.0,3,31.83123
1.0,3,31.832224
1.0,3,31.83316
1.0,3,31.8341
1.0,3,31.835069
1.0,3,31.836227
1.0,3,31.837307
1.0,3,31.838367
1.0,3,31.839511
1.0,3,31.840595
1.0,3,31.841543
1.0,3,31.84264
1.0,3,31.843658
1.0,3,31.844647
1.0,3,31.845732
1.0,3,31.846823
1.0,3,31.847905
1.0,3,31.848884
1.0,3,31.849944
1.0,3,31.850972
1.0,3,31.852016
1.0,3,31.853136
1.0,3,31.854131
1.0,3,31.855214
1.0,3,31.856165
1.0,3,31.857111
1.0,3,31.858097
1.0,3,31.859043
1.0,3,31.859969
1.0,3,31.860864
1.0,3,31.861929
1.0,3,31.862982
1.0,3,31.864037
1.0,3,31.865078
1.0,3,31.866035
1.0,3,31.867075
1.0,3,31.868094
1.0,3,31.86902
1.0,3,31.86997
1.0,3,31.871002
1.0,3,31.872033
1.0,3,31.873079
1.0,3,31.874057
1.0,3,31.875034
1.0,3,31.875948
1.0,3,31.877006
1.0,3,31.877961
1.0,3,31.878931
1.0,3,31.879857
1.0,3,31.880806
1.0,3,31.881784
1.0,3,31.88282
1.0,3,31.883858
1.0,3,31.885051
1.0,3,31.886041
1.0,3,31.887117
1.0,3,31.888165
1.0,3,31.889151
1.0,3,31.890121
1.0,3,31.891056
1.0,3,31.891928
1.0,3,31.892874
1.0,3,31.89387
1.0,3,31.894842
1.0,3,31.895794
1.0,3,31.896856
1.0,3,31.897876
1.0,3,31.898828
1.0,3,31.899797
1.0,3,31.900776
1.0,3,31.901695
1.0,3,31.902629
1.0,3,31.903548
1.0,3,31.904478
1.0,3,31.905495
1.0,3,31.906428
1.0,3,31.907526
1.0,3,31.908525
1.0,3,31.909529
1.0,3,31.910524
1.0,3,31.911582
1.0,3,31.912643
1.0,3,31.913627
1.0,3,31.914597
1.0,3,31.915791
1.0,3,31.916895
1.0,3,31.918055
1.0,3,31.919022
1.0,3,31.920006
1.0,3,31.920945
1.0,3,31.921879
1.0,3,31.922937
1.0,3,31.924034
1.0,3,31.925048
1.0,3,31.926085
1.0,3,31.927026
1.0,3,31.927962
1.0,3,31.92896
1.0,3,31.929972
1.0,3,31.93092
1.0,3,31.931835
1.0,3,31.932866
1.0,3,31.934024
1.0,3,31.935021
1.0,3,31.935925
1.0,3,31.93692
1.0,3,31.937859
1.0,3,31.938803
1.0,3,31.939855
1.0,3,31.940844
1.0,3,31.94193
1.0,3,31.942893
1.0,3,31.943866
1.0,3,31.944762
1.0,3,31.94578
1.0,3,31.94692
1.0,3,31.947894
1.0,3,31.94903
1.0,3,31.950007
1.0,3,31.95101
1.0,3,31.951991
1.0,3,31.95301
1.0,3,31.953987
1.0,3,31.955053
1.0,3,31.956079
1.0,3,31.957076
1.0,3,31.95816
1.0,3,31.959207
1.0,3,31.960173
1.0,3,31.961195
1.0,3,31.962192
1.0,3,31.963219
1.0,3,31.964209
1.0,3,31.965305
1.0,3,31.966351
1.0,3,31.967343
1.0,3,31.96837
1.0,3,31.969357
1.0,3,31.970457
1.0,3,31.971406
1.0,3,31.972363
1.0,3,31.973286
1.0,3,31.974234
1.0,3,31.975258
1.0,3,31.976381
1.0,3,31.977339
1.0,3,31.978361
1.0,3,31.979417
1.0,3,31.980546
1.0,3,31.981467
1.0,3,31.982418
1.0,3,31.983352
1.0,3,31.984277
1.0,3,31.985255
1.0,3,31.986286
1.0,3,31.987345
1.0,3,31.988421
1.0,3,31.989488
1.0,3,31.990487
1.0,3,31.991657
1.0,3,31.992678
1.0,3,31.993751
1.0,3,31.994812
1.0,3,31.996001
1.0,3,31.997005
1.0,3,31.997931
1.0,3,31.998877
1.0,3,31.999891
1.0,3,32.000952
1.0,3,32.001964
1.0,3,32.00292
1.0,3,32.00389
1.0,3,32.004935
1.0,3,32.005898
1.0,3,32.00682
1.0,3,32.007817
1.0,3,32.008882
1.0,3,32.009836
1.0,3,32.010774
1.0,3,32.011708
1.0,3,32.012702
1.0,3,32.013811
1.0,3,32.014709
1.0,3,32.015702
1.0,3,32.016608
1.0,3,32.01752
1.0,3,32.018447
1.0,3,32.019463
1.0,3,32.020521
1.0,3,32.021464
1.0,3,32.022437
1.0,3,32.02353
1.0,3,32.024569
1.0,3,32.025551
1.0,3,32.026475
1.0,3,32.027433
1.0,3,32.028464
1.0,3,32.029464
1.0,3,32.030491
1.0,3,32.031543
1.0,3,32.032624
1.0,3,32.033643
1.0,3,32.034605
1.0,3,32.035542
1.0,3,32.036533
1.0,3,32.037436
1.0,3,32.038435
1.0,3,32.039593
1.0,3,32.040519
1.0,3,32.041594
1.0,3,32.042569
1.0,3,32.043497
1.0,3,32.044419
1.0,3,32.045381
1.0,3,32.046395
1.0,3,32.047415
1.0,3,32.048556
1.0,3,32.049707
1.0,3,32.050748
1.0,3,32.051662
1.0,3,32.052631
1.0,3,32.053694
1.0,3,32.054658
1.0,3,32.055616
1.0,3,32.056664
1.0,3,32.057702
1.0,3,32.058827
1.0,3,32.059829
1.0,3,32.06092
1.0,3,32.061907
1.0,3,32.062868
1.0,3,32.063779
1.0,3,32.064744
1.0,3,32.065724
1.0,3,32.066808
1.0,3,32.06784
1.0,3,32.069007
1.0,3,32.069964
1.0,3,32.070983
1.0,3,32.072092
1.0,3,32.07315
1.0,3,32.074134
1.0,3,32.075073
1.0,3,32.075999
1.0,3,32.076971
1.0,3,32.078226
1.0,3,32.079259
1.0,3,32.0803
1.0,3,32.081277
1.0,3,32.082263
1.0,3,32.083217
1.0,3,32.084201
1.0,3,32.085142
1.0,3,32.086132
1.0,3,32.087121
1.0,3,32.088101
1.0,3,32.089097
1.0,3,32.090058
1.0,3,32.091226
1.0,3,32.092309
1.0,3,32.093284
1.0,3,32.094381
1.0,3,32.095429
1.0,3,32.096552
1.0,3,32.097528
1.0,3,32.098481
1.0,3,32.099564
1.0,3,32.100518
1.0,3,32.101631
1.0,3,32.102602
1.0,3,32.103557
1.0,3,32.104506
1.0,3,32.105447
1.0,3,32.106415
1.0,3,32.107535
1.0,3,32.108542
1.0,3,32.109496
1.0,3,32.110435
1.0,3,32.111465
1.0,3,32.11254
1.0,3,32.113679
1.0,3,32.114653
1.0,3,32.115857
1.0,3,32.116879
1.0,3,32.117848
1.0,3,32.118778
1.0,3,32.119691
1.0,3,32.120649
1.0,3,32.121566
1.0,3,32.122553
1.0,3,32.123432
1.0,3,32.124323
1.0,3,32.125295
1.0,3,32.1263
1.0,3,32.127281
1.0,3,32.128319
1.0,3,32.129409
1.0,3,32.130443
1.0,3,32.131449
1.0,3,32.132427
1.0,3,32.133434
1.0,3,32.134532
1.0,3,32.135644
1.0,3,32.136684
1.0,3,32.137705
1.0,3,32.13864
1.0,3,32.139529
1.0,3,32.140433
1.0,3,32.141335
1.0,3,32.142342
1.0,3,32.143473
1.0,3,32.144541
1.0,3,32.145534
1.0,3,32.146551
1.0,3,32.147542
1.0,3,32.14852
1.0,3,32.1496
1.0,3,32.15072
1.0,3,32.151741
1.0,3,32.152682
1.0,3,32.153613
1.0,3,32.154543
1.0,3,32.155487
1.0,3,32.156624
1.0,3,32.15759
1.0,3,32.158536
1.0,3,32.159518
1.0,3,32.160449
1.0,3,32.161494
1.0,3,32.162679
1.0,3,32.163741
1.0,3,32.164823
1.0,3,32.165881
1.0,3,32.167001
1.0,3,32.167995
1.0,3,32.169156
1.0,3,32.170187
1.0,3,32.171159
1.0,3,32.172302
1.0,3,32.173506
1.0,3,32.174618
1.0,3,32.175559
1.0,3,32.176471
1.0,3,32.177362
1.0,3,32.178439
1.0,3,32.179438
1.0,3,32.18038
1.0,3,32.181416
1.0,3,32.182356
1.0,3,32.183357
1.0,3,32.184305
1.0,3,32.185199
1.0,3,32.186091
1.0,3,32.186984
1.0,3,32.187835
1.0,3,32.188831
1.0,3,32.189886
1.0,3,32.190892
1.0,3,32.191785
1.0,3,32.192695
1.0,3,32.193667
1.0,3,32.194742
1.0,3,32.195793
1.0,3,32.196728
1.0,3,32.197782
1.0,3,32.198728
1.0,3,32.19969
1.0,3,32.200621
1.0,3,32.201571
1.0,3,32.202615
1.0,3,32.20367
1.0,3,32.204701
1.0,3,32.205695
1.0,3,32.206751
1.0,3,32.207815
1.0,3,32.208973
1.0,3,32.209949
1.0,3,32.210886
1.0,3,32.211903
1.0,3,32.212989
1.0,3,32.213935
1.0,3,32.214898
1.0,3,32.215867
1.0,3,32.216922
1.0,3,32.217936
1.0,3,32.219151
1.0,3,32.220301
1.0,3,32.22129
1.0,3,32.222321
1.0,3,32.223308
1.0,3,32.224316
1.0,3,32.225317
1.0,3,32.226355
1.0,3,32.22732
1.0,3,32.228327
1.0,3,32.229422
1.0,3,32.230451
1.0,3,32.231534
1.0,3,32.232562
1.0,3,32.233537
1.0,3,32.234599
1.0,3,32.235576
1.0,3,32.236637
1.0,3,32.23776
1.0,3,32.238714
1.0,3,32.239692
1.0,3,32.240622
1.0,3,32.241524
1.0,3,32.242565
1.0,3,32.243672
1.0,3,32.24465
1.0,3,32.245641
1.0,3,32.246668
1.0,3,32.247724
1.0,3,32.248802
1.0,3,32.249723
1.0,3,32.250657
1.0,3,32.251712
1.0,3,32.252783
1.0,3,32.25394
1.0,3,32.254916
1.0,3,32.255961
1.0,3,32.256885
1.0,3,32.257968
1.0,3,32.259108
1.0,3,32.2602
1.0,3,32.261186
1.0,3,32.262316
1.0,3,32.263431
1.0,3,32.264511
1.0,3,32.265566
1.0,3,32.266574
1.0,3,32.267551
1.0,3,32.268528
1.0,3,32.269554
1.0,3,32.270505
1.0,3,32.271524
1.0,3,32.272617
1.0,3,32.273586
1.0,3,32.274689
1.0,3,32.27569
1.0,3,32.27674
1.0,3,32.27775
1.0,3,32.278868
1.0,3,32.279848
1.0,3,32.280834
1.0,3,32.281747
1.0,3,32.282913
1.0,3,32.283871
1.0,3,32.284763
1.0,3,32.285793
1.0,3,32.286912
1.0,3,32.287951
1.0,3,32.288949
1.0,3,32.28986
1.0,3,32.290761
1.0,3,32.291884
1.0,3,32.293021
1.0,3,32.294028
1.0,3,32.295222
1.0,3,32.296158
1.0,3,32.297137
1.0,3,32.298419
1.0,3,32.299434
1.0,3,32.300513
1.0,3,32.301603
1.0,3,32.302637
1.0,3,32.303654
1.0,3,32.304797
1.0,3,32.305889
1.0,3,32.306916
1.0,3,32.3079
1.0,3,32.308837
1.0,3,32.309928
1.0,3,32.310991
1.0,3,32.311962
1.0,3,32.313065
1.0,3,32.31413
1.0,3,32.315253
1.0,3,32.316222
1.0,3,32.317154
1.0,3,32.318239
1.0,3,32.319251
1.0,3,32.320205
1.0,3,32.32111
1.0,3,32.32203
1.0,3,32.322959
1.0,3,32.323897
1.0,3,32.32482
1.0,3,32.325844
1.0,3,32.326907
1.0,3,32.327884
1.0,3,32.328827
1.0,3,32.329921
1.0,3,32.330924
1.0,3,32.331821
1.0,3,32.332744
1.0,3,32.333823
1.0,3,32.334817
1.0,3,32.335878
1.0,3,32.336915
1.0,3,32.337876
1.0,3,32.338811
1.0,3,32.339908
1.0,3,32.341003
1.0,3,32.342057
1.0,3,32.342974
1.0,3,32.344005
1.0,3,32.345003
1.0,3,32.346069
1.0,3,32.347145
1.0,3,32.348262
1.0,3,32.349269
1.0,3,32.350334
1.0,3,32.35143
1.0,3,32.352462
1.0,3,32.353404
1.0,3,32.354411
1.0,3,32.355448
1.0,3,32.356578
1.0,3,32.357546
1.0,3,32.358502
1.0,3,32.359545
1.0,3,32.360606
1.0,3,32.361564
1.0,3,32.362736
1.0,3,32.363868
1.0,3,32.364892
1.0,3,32.366052
1.0,3,32.367133
1.0,3,32.36823
1.0,3,32.369183
1.0,3,32.370124
1.0,3,32.371074
1.0,3,32.372119
1.0,3,32.373115
1.0,3,32.374152
1.0,3,32.375149
1.0,3,32.376119
1.0,3,32.377012
1.0,3,32.377889
1.0,3,32.378821
1.0,3,32.379954
1.0,3,32.380924
1.0,3,32.381937
1.0,3,32.38296
1.0,3,32.383993
1.0,3,32.384965
1.0,3,32.385918
1.0,3,32.386909
1.0,3,32.387848
1.0,3,32.388851
1.0,3,32.390049
1.0,3,32.391047
1.0,3,32.392
1.0,3,32.39294
1.0,3,32.393851
1.0,3,32.395014
1.0,3,32.396002
1.0,3,32.39711
1.0,3,32.398068
1.0,3,32.39898
1.0,3,32.399938
1.0,3,32.400869
1.0,3,32.401914
1.0,3,32.402925
1.0,3,32.403954
1.0,3,32.404966
1.0,3,32.405941
1.0,3,32.406998
1.0,3,32.407984
1.0,3,32.409017
1.0,3,32.410131
1.0,3,32.411128
1.0,3,32.41224
1.0,3,32.413198
1.0,3,32.414125
1.0,3,32.41505
1.0,3,32.415973
1.0,3,32.4169
1.0,3,32.417957
1.0,3,32.418909
1.0,3,32.419859
1.0,3,32.420786
1.0,3,32.421713
1.0,3,32.422621
1.0,3,32.423699
1.0,3,32.424705
1.0,3,32.425672
1.0,3,32.426679
1.0,3,32.427698
1.0,3,32.428732
1.0,3,32.429749
1.0,3,32.430875
