#{"t_start": 1680874795.764268, "env_id": null}
r,l,t
1.0,3,29.862758
1.0,3,29.863806
1.0,3,29.864887
1.0,3,29.865845
1.0,3,29.866851
1.0,3,29.867806
1.0,3,29.868733
1.0,3,29.869681
1.0,3,29.870614
1.0,3,29.871727
1.0,3,29.872771
1.0,3,29.873687
1.0,3,29.874559
1.0,3,29.875555
1.0,3,29.876527
1.0,3,29.877444
1.0,3,29.878463
1.0,3,29.879377
1.0,3,29.880324
1.0,3,29.881277
1.0,3,29.882262
1.0,3,29.883271
1.0,3,29.884373
1.0,3,29.885398
1.0,3,29.886455
1.0,3,29.887554
1.0,3,29.888607
1.0,3,29.889588
1.0,3,29.890637
1.0,3,29.891599
1.0,3,29.892549
1.0,3,29.893598
1.0,3,29.894726
1.0,3,29.895663
1.0,3,29.896623
1.0,3,29.897685
1.0,3,29.898789
1.0,3,29.899904
1.0,3,29.900943
1.0,3,29.902049
1.0,3,29.903124
1.0,3,29.904207
1.0,3,29.905265
1.0,3,29.906422
1.0,3,29.907599
1.0,3,29.908641
1.0,3,29.909583
1.0,3,29.910507
1.0,3,29.911445
1.0,3,29.912483
1.0,3,29.913481
1.0,3,29.914513
1.0,3,29.915463
1.0,3,29.916392
1.0,3,29.917513
1.0,3,29.918565
1.0,3,29.91958
1.0,3,29.920762
1.0,3,29.921797
1.0,3,29.922732
1.0,3,29.923737
1.0,3,29.924848
1.0,3,29.926001
1.0,3,29.92703
1.0,3,29.928123
1.0,3,29.929143
1.0,3,29.930063
1.0,3,29.930961
1.0,3,29.931948
1.0,3,29.932947
1.0,3,29.933919
1.0,3,29.934861
1.0,3,29.935897
1.0,3,29.936942
1.0,3,29.937876
1.0,3,29.938954
1.0,3,29.939907
1.0,3,29.940885
1.0,3,29.941815
1.0,3,29.942742
1.0,3,29.943742
1.0,3,29.944929
1.0,3,29.945903
1.0,3,29.947021
1.0,3,29.948096
1.0,3,29.949158
1.0,3,29.950178
1.0,3,29.951158
1.0,3,29.952095
1.0,3,29.95309
1.0,3,29.954014
1.0,3,29.954985
1.0,3,29.956078
1.0,3,29.957187
1.0,3,29.958195
1.0,3,29.959271
1.0,3,29.960388
1.0,3,29.961455
1.0,3,29.962555
1.0,3,29.963508
1.0,3,29.964364
1.0,3,29.96524
1.0,3,29.966135
1.0,3,29.967045
1.0,3,29.967945
1.0,3,29.968851
1.0,3,29.969933
1.0,3,29.971026
1.0,3,29.971984
1.0,3,29.972888
1.0,3,29.973784
1.0,3,29.974682
1.0,3,29.975604
1.0,3,29.976479
1.0,3,29.977348
1.0,3,29.978316
1.0,3,29.979198
1.0,3,29.980126
1.0,3,29.980976
1.0,3,29.982135
1.0,3,29.983313
1.0,3,29.984551
1.0,3,29.985722
1.0,3,29.986572
1.0,3,29.987811
1.0,3,29.988882
1.0,3,29.989859
1.0,3,29.990794
1.0,3,29.991686
1.0,3,29.992906
1.0,3,29.99415
1.0,3,29.995052
1.0,3,29.995915
1.0,3,29.996768
1.0,3,29.997635
1.0,3,29.998789
1.0,3,30.00007
1.0,3,30.001321
1.0,3,30.002346
1.0,3,30.003457
1.0,3,30.004522
1.0,3,30.005478
1.0,3,30.00657
1.0,3,30.007565
1.0,3,30.008534
1.0,3,30.009469
1.0,3,30.010457
1.0,3,30.011453
1.0,3,30.012365
1.0,3,30.013488
1.0,3,30.014729
1.0,3,30.015753
1.0,3,30.016702
1.0,3,30.017745
1.0,3,30.018716
1.0,3,30.019804
1.0,3,30.020862
1.0,3,30.021903
1.0,3,30.022827
1.0,3,30.023833
1.0,3,30.024843
1.0,3,30.025767
1.0,3,30.026669
1.0,3,30.027606
1.0,3,30.028692
1.0,3,30.029631
1.0,3,30.030565
1.0,3,30.031465
1.0,3,30.032552
1.0,3,30.033565
1.0,3,30.034617
1.0,3,30.035581
1.0,3,30.036657
1.0,3,30.037701
1.0,3,30.038748
1.0,3,30.039802
1.0,3,30.040724
1.0,3,30.041673
1.0,3,30.042602
1.0,3,30.043628
1.0,3,30.044674
1.0,3,30.045679
1.0,3,30.046803
1.0,3,30.047839
1.0,3,30.048753
1.0,3,30.049741
1.0,3,30.050827
1.0,3,30.051803
1.0,3,30.052821
1.0,3,30.053784
1.0,3,30.054708
1.0,3,30.055636
1.0,3,30.056632
1.0,3,30.057595
1.0,3,30.058509
1.0,3,30.059515
1.0,3,30.060463
1.0,3,30.061465
1.0,3,30.062577
1.0,3,30.063742
1.0,3,30.064844
1.0,3,30.065827
1.0,3,30.066819
1.0,3,30.067795
1.0,3,30.068711
1.0,3,30.069725
1.0,3,30.070661
1.0,3,30.071707
1.0,3,30.072776
1.0,3,30.073744
1.0,3,30.074682
1.0,3,30.075781
1.0,3,30.076734
1.0,3,30.077666
1.0,3,30.078679
1.0,3,30.079827
1.0,3,30.080917
1.0,3,30.081988
1.0,3,30.083083
1.0,3,30.084235
1.0,3,30.085232
1.0,3,30.086178
1.0,3,30.08712
1.0,3,30.088235
1.0,3,30.089168
1.0,3,30.090088
1.0,3,30.091028
1.0,3,30.092095
1.0,3,30.09308
1.0,3,30.094087
1.0,3,30.095063
1.0,3,30.096091
1.0,3,30.097145
1.0,3,30.098149
1.0,3,30.099089
1.0,3,30.099963
1.0,3,30.100909
1.0,3,30.101808
1.0,3,30.102687
1.0,3,30.10395
1.0,3,30.104892
1.0,3,30.105868
1.0,3,30.107133
1.0,3,30.108061
1.0,3,30.109074
1.0,3,30.110315
1.0,3,30.111195
1.0,3,30.112521
1.0,3,30.113942
1.0,3,30.11508
1.0,3,30.116246
1.0,3,30.117414
1.0,3,30.118471
1.0,3,30.11959
1.0,3,30.120681
1.0,3,30.121663
1.0,3,30.12268
1.0,3,30.123799
1.0,3,30.124842
1.0,3,30.125889
1.0,3,30.126899
1.0,3,30.12792
1.0,3,30.128959
1.0,3,30.129995
1.0,3,30.131143
1.0,3,30.13212
1.0,3,30.133084
1.0,3,30.134037
1.0,3,30.135017
1.0,3,30.135999
1.0,3,30.136897
1.0,3,30.137831
1.0,3,30.138864
1.0,3,30.139844
1.0,3,30.140773
1.0,3,30.141804
1.0,3,30.142868
1.0,3,30.144012
1.0,3,30.145089
1.0,3,30.14613
1.0,3,30.147122
1.0,3,30.148165
1.0,3,30.149189
1.0,3,30.150284
1.0,3,30.151325
1.0,3,30.152291
1.0,3,30.153446
1.0,3,30.154482
1.0,3,30.155531
1.0,3,30.156487
1.0,3,30.157388
1.0,3,30.158313
1.0,3,30.159429
1.0,3,30.160407
1.0,3,30.161402
1.0,3,30.162424
1.0,3,30.16361
1.0,3,30.164584
1.0,3,30.165577
1.0,3,30.166669
1.0,3,30.167615
1.0,3,30.168603
1.0,3,30.169649
1.0,3,30.170587
1.0,3,30.171652
1.0,3,30.172591
1.0,3,30.173571
1.0,3,30.174481
1.0,3,30.175603
1.0,3,30.176658
1.0,3,30.177586
1.0,3,30.178483
1.0,3,30.179376
1.0,3,30.18027
1.0,3,30.181245
1.0,3,30.182182
1.0,3,30.183103
1.0,3,30.184241
1.0,3,30.18522
1.0,3,30.186193
1.0,3,30.187101
1.0,3,30.188092
1.0,3,30.189115
1.0,3,30.19014
1.0,3,30.191148
1.0,3,30.192197
1.0,3,30.193199
1.0,3,30.194327
1.0,3,30.195311
1.0,3,30.196307
1.0,3,30.197304
1.0,3,30.198285
1.0,3,30.19925
1.0,3,30.200289
1.0,3,30.201271
1.0,3,30.202393
1.0,3,30.203503
1.0,3,30.204457
1.0,3,30.205422
1.0,3,30.206354
1.0,3,30.207271
1.0,3,30.208389
1.0,3,30.209405
1.0,3,30.210339
1.0,3,30.211452
1.0,3,30.212501
1.0,3,30.213579
1.0,3,30.214552
1.0,3,30.215593
1.0,3,30.21662
1.0,3,30.217585
1.0,3,30.218503
1.0,3,30.219465
1.0,3,30.220542
1.0,3,30.221479
1.0,3,30.222491
1.0,3,30.223443
1.0,3,30.224647
1.0,3,30.225742
1.0,3,30.226805
1.0,3,30.227846
1.0,3,30.228973
1.0,3,30.230024
1.0,3,30.230959
1.0,3,30.23189
1.0,3,30.233047
1.0,3,30.234026
1.0,3,30.235055
1.0,3,30.236224
1.0,3,30.237338
1.0,3,30.238464
1.0,3,30.239557
1.0,3,30.240619
1.0,3,30.241558
1.0,3,30.242462
1.0,3,30.243357
1.0,3,30.244236
1.0,3,30.245191
1.0,3,30.246175
1.0,3,30.247064
1.0,3,30.248197
1.0,3,30.24916
1.0,3,30.250194
1.0,3,30.251196
1.0,3,30.252262
1.0,3,30.25336
1.0,3,30.254424
1.0,3,30.25537
1.0,3,30.256564
1.0,3,30.257548
1.0,3,30.258461
1.0,3,30.259595
1.0,3,30.260739
1.0,3,30.261836
1.0,3,30.262797
1.0,3,30.263777
1.0,3,30.264688
1.0,3,30.26559
1.0,3,30.266625
1.0,3,30.267698
1.0,3,30.268805
1.0,3,30.269789
1.0,3,30.270864
1.0,3,30.271865
1.0,3,30.272922
1.0,3,30.274021
1.0,3,30.275031
1.0,3,30.275957
1.0,3,30.277085
1.0,3,30.278085
1.0,3,30.279059
1.0,3,30.280027
1.0,3,30.281037
1.0,3,30.282065
1.0,3,30.283173
1.0,3,30.284266
1.0,3,30.285234
1.0,3,30.286254
1.0,3,30.287228
1.0,3,30.288208
1.0,3,30.289231
1.0,3,30.290266
1.0,3,30.291203
1.0,3,30.292229
1.0,3,30.293286
1.0,3,30.294244
1.0,3,30.295243
1.0,3,30.296166
1.0,3,30.297198
1.0,3,30.298222
1.0,3,30.299282
1.0,3,30.30028
1.0,3,30.301206
1.0,3,30.302345
1.0,3,30.303269
1.0,3,30.304204
1.0,3,30.305095
1.0,3,30.305967
1.0,3,30.306975
1.0,3,30.308019
1.0,3,30.309152
1.0,3,30.310069
1.0,3,30.311031
1.0,3,30.311985
1.0,3,30.312995
1.0,3,30.313952
1.0,3,30.315051
1.0,3,30.316161
1.0,3,30.317176
1.0,3,30.318108
1.0,3,30.319114
1.0,3,30.320193
1.0,3,30.321193
1.0,3,30.32216
1.0,3,30.323084
1.0,3,30.324196
1.0,3,30.325373
1.0,3,30.326446
1.0,3,30.327494
1.0,3,30.328415
1.0,3,30.329336
1.0,3,30.330335
1.0,3,30.331276
1.0,3,30.33226
1.0,3,30.333257
1.0,3,30.334249
1.0,3,30.335282
1.0,3,30.336242
1.0,3,30.337379
1.0,3,30.338445
1.0,3,30.339424
1.0,3,30.34048
1.0,3,30.341427
1.0,3,30.342401
1.0,3,30.343464
1.0,3,30.344503
1.0,3,30.345631
1.0,3,30.346643
1.0,3,30.34767
1.0,3,30.348618
1.0,3,30.349517
1.0,3,30.350625
1.0,3,30.35176
1.0,3,30.352734
1.0,3,30.353699
1.0,3,30.354645
1.0,3,30.355561
1.0,3,30.356508
1.0,3,30.357451
1.0,3,30.35841
1.0,3,30.359375
1.0,3,30.360347
1.0,3,30.361391
1.0,3,30.362373
1.0,3,30.363347
1.0,3,30.364302
1.0,3,30.365243
1.0,3,30.36612
1.0,3,30.367062
1.0,3,30.368012
1.0,3,30.368934
1.0,3,30.369855
1.0,3,30.371033
1.0,3,30.37213
1.0,3,30.373099
1.0,3,30.37411
1.0,3,30.37508
1.0,3,30.376043
1.0,3,30.377049
1.0,3,30.378146
1.0,3,30.379252
1.0,3,30.380319
1.0,3,30.381296
1.0,3,30.382232
1.0,3,30.38319
1.0,3,30.384117
1.0,3,30.385008
1.0,3,30.385945
1.0,3,30.386849
1.0,3,30.387769
1.0,3,30.388671
1.0,3,30.38956
1.0,3,30.390667
1.0,3,30.391783
1.0,3,30.392841
1.0,3,30.393791
1.0,3,30.394835
1.0,3,30.395896
1.0,3,30.396866
1.0,3,30.39782
1.0,3,30.398761
1.0,3,30.399769
1.0,3,30.40084
1.0,3,30.401709
1.0,3,30.402643
1.0,3,30.40374
1.0,3,30.404872
1.0,3,30.40596
1.0,3,30.407016
1.0,3,30.40805
1.0,3,30.409135
1.0,3,30.410105
1.0,3,30.411147
1.0,3,30.412285
1.0,3,30.413283
1.0,3,30.414264
1.0,3,30.415205
1.0,3,30.41622
1.0,3,30.417358
1.0,3,30.418325
1.0,3,30.419414
1.0,3,30.420462
1.0,3,30.421533
1.0,3,30.422585
1.0,3,30.423572
1.0,3,30.424599
1.0,3,30.425587
1.0,3,30.426519
1.0,3,30.427553
1.0,3,30.428597
1.0,3,30.429702
1.0,3,30.430748
1.0,3,30.431673
1.0,3,30.432604
1.0,3,30.433686
1.0,3,30.43475
1.0,3,30.43578
1.0,3,30.436841
1.0,3,30.437817
1.0,3,30.438832
1.0,3,30.439815
1.0,3,30.440796
1.0,3,30.441727
1.0,3,30.442672
1.0,3,30.443643
1.0,3,30.44454
1.0,3,30.445494
1.0,3,30.44651
1.0,3,30.447506
1.0,3,30.448563
1.0,3,30.449544
1.0,3,30.450455
1.0,3,30.451443
1.0,3,30.452494
1.0,3,30.453481
1.0,3,30.454503
1.0,3,30.455593
1.0,3,30.456541
1.0,3,30.457473
1.0,3,30.458469
1.0,3,30.459413
1.0,3,30.460292
1.0,3,30.461228
1.0,3,30.462169
1.0,3,30.463221
1.0,3,30.464244
1.0,3,30.465203
1.0,3,30.466147
1.0,3,30.467095
1.0,3,30.468156
1.0,3,30.469103
1.0,3,30.470192
1.0,3,30.471045
1.0,3,30.471911
1.0,3,30.472757
1.0,3,30.473622
1.0,3,30.474965
1.0,3,30.47595
1.0,3,30.476903
1.0,3,30.477963
1.0,3,30.478897
1.0,3,30.479884
1.0,3,30.480936
1.0,3,30.481926
1.0,3,30.482944
1.0,3,30.483898
1.0,3,30.484781
1.0,3,30.485672
1.0,3,30.486566
1.0,3,30.487468
1.0,3,30.48834
1.0,3,30.489246
1.0,3,30.490124
1.0,3,30.491049
1.0,3,30.491937
1.0,3,30.49286
1.0,3,30.493792
1.0,3,30.494826
1.0,3,30.495879
1.0,3,30.497108
1.0,3,30.498207
1.0,3,30.499212
1.0,3,30.500135
1.0,3,30.501254
1.0,3,30.502336
1.0,3,30.503427
1.0,3,30.504389
1.0,3,30.505331
1.0,3,30.506278
1.0,3,30.507249
1.0,3,30.508185
1.0,3,30.509137
1.0,3,30.510146
1.0,3,30.511233
1.0,3,30.512273
1.0,3,30.513257
1.0,3,30.514448
1.0,3,30.515575
1.0,3,30.516504
1.0,3,30.517596
1.0,3,30.518604
1.0,3,30.519574
1.0,3,30.52057
1.0,3,30.521495
1.0,3,30.522397
1.0,3,30.523378
1.0,3,30.524352
1.0,3,30.525355
1.0,3,30.526377
1.0,3,30.527323
1.0,3,30.528317
1.0,3,30.529239
1.0,3,30.530197
1.0,3,30.53119
1.0,3,30.532305
1.0,3,30.533283
1.0,3,30.534248
1.0,3,30.535182
1.0,3,30.536086
1.0,3,30.536993
1.0,3,30.537946
1.0,3,30.538972
1.0,3,30.540035
1.0,3,30.540999
1.0,3,30.542033
1.0,3,30.543075
1.0,3,30.544088
1.0,3,30.545112
1.0,3,30.546163
1.0,3,30.547149
1.0,3,30.548329
1.0,3,30.549293
1.0,3,30.550282
1.0,3,30.551215
1.0,3,30.552284
1.0,3,30.55335
1.0,3,30.554364
1.0,3,30.555333
1.0,3,30.556535
1.0,3,30.557626
1.0,3,30.558892
1.0,3,30.559914
1.0,3,30.560924
1.0,3,30.562065
1.0,3,30.563089
1.0,3,30.564076
1.0,3,30.565101
1.0,3,30.566037
1.0,3,30.567161
1.0,3,30.568184
1.0,3,30.569319
1.0,3,30.570398
1.0,3,30.571403
1.0,3,30.572336
1.0,3,30.573328
1.0,3,30.574525
1.0,3,30.575581
1.0,3,30.576667
1.0,3,30.577728
1.0,3,30.578658
1.0,3,30.579666
1.0,3,30.580829
1.0,3,30.581906
1.0,3,30.582964
1.0,3,30.584006
1.0,3,30.585109
1.0,3,30.586057
1.0,3,30.587023
1.0,3,30.587954
1.0,3,30.589013
1.0,3,30.590003
1.0,3,30.590986
1.0,3,30.591987
1.0,3,30.592949
1.0,3,30.593991
1.0,3,30.594979
1.0,3,30.595924
1.0,3,30.597006
1.0,3,30.59813
1.0,3,30.599139
1.0,3,30.600111
1.0,3,30.601247
1.0,3,30.602292
1.0,3,30.603289
1.0,3,30.60435
1.0,3,30.605368
1.0,3,30.606471
1.0,3,30.60757
1.0,3,30.608568
1.0,3,30.609464
1.0,3,30.610349
1.0,3,30.61122
1.0,3,30.612113
1.0,3,30.613015
1.0,3,30.614026
1.0,3,30.614992
1.0,3,30.616018
1.0,3,30.616935
1.0,3,30.617966
1.0,3,30.618932
1.0,3,30.619852
1.0,3,30.62094
1.0,3,30.621899
1.0,3,30.622836
1.0,3,30.623772
1.0,3,30.62472
1.0,3,30.625687
1.0,3,30.626866
1.0,3,30.628053
1.0,3,30.629018
1.0,3,30.629946
1.0,3,30.630928
1.0,3,30.63203
1.0,3,30.633096
1.0,3,30.63404
1.0,3,30.634973
1.0,3,30.635915
1.0,3,30.636968
1.0,3,30.637996
1.0,3,30.63896
1.0,3,30.639916
1.0,3,30.640999
1.0,3,30.641931
1.0,3,30.642959
1.0,3,30.644101
1.0,3,30.645093
1.0,3,30.64624
1.0,3,30.64729
1.0,3,30.64829
1.0,3,30.649407
1.0,3,30.65041
1.0,3,30.651467
1.0,3,30.652518
1.0,3,30.653551
1.0,3,30.6546
1.0,3,30.655653
1.0,3,30.656768
1.0,3,30.657889
1.0,3,30.658853
1.0,3,30.659728
1.0,3,30.660667
1.0,3,30.661607
1.0,3,30.662545
1.0,3,30.663527
1.0,3,30.664521
1.0,3,30.665531
1.0,3,30.666547
1.0,3,30.667528
1.0,3,30.668537
1.0,3,30.669553
1.0,3,30.670582
1.0,3,30.671681
1.0,3,30.672622
1.0,3,30.673742
1.0,3,30.674861
1.0,3,30.675875
1.0,3,30.676814
1.0,3,30.677854
1.0,3,30.678859
1.0,3,30.679871
1.0,3,30.680801
1.0,3,30.681828
1.0,3,30.682772
1.0,3,30.683742
1.0,3,30.68465
1.0,3,30.685601
1.0,3,30.686634
1.0,3,30.687739
1.0,3,30.688786
1.0,3,30.689739
1.0,3,30.690676
1.0,3,30.691574
1.0,3,30.692586
1.0,3,30.69364
1.0,3,30.694609
1.0,3,30.695562
1.0,3,30.696693
1.0,3,30.697769
1.0,3,30.698781
1.0,3,30.699811
1.0,3,30.700958
1.0,3,30.702034
1.0,3,30.702995
1.0,3,30.703936
1.0,3,30.704945
1.0,3,30.706043
1.0,3,30.707148
1.0,3,30.708188
1.0,3,30.709162
1.0,3,30.710162
1.0,3,30.711142
1.0,3,30.712211
1.0,3,30.713253
1.0,3,30.714275
1.0,3,30.715217
1.0,3,30.716151
1.0,3,30.717177
1.0,3,30.718231
1.0,3,30.719155
1.0,3,30.720059
1.0,3,30.721162
1.0,3,30.722203
1.0,3,30.723235
1.0,3,30.724211
1.0,3,30.725298
1.0,3,30.726303
1.0,3,30.727307
1.0,3,30.728341
1.0,3,30.729262
1.0,3,30.730211
1.0,3,30.731297
1.0,3,30.732234
1.0,3,30.733184
1.0,3,30.734221
1.0,3,30.735228
1.0,3,30.73621
1.0,3,30.737186
1.0,3,30.738132
1.0,3,30.739171
1.0,3,30.740178
1.0,3,30.741111
1.0,3,30.74213
1.0,3,30.743199
1.0,3,30.744359
1.0,3,30.745488
1.0,3,30.746466
1.0,3,30.747552
1.0,3,30.748576
1.0,3,30.749593
1.0,3,30.750695
1.0,3,30.751701
1.0,3,30.752659
1.0,3,30.753598
1.0,3,30.754569
1.0,3,30.755513
1.0,3,30.756412
1.0,3,30.757354
1.0,3,30.758276
1.0,3,30.759158
1.0,3,30.760034
1.0,3,30.760927
1.0,3,30.761802
1.0,3,30.76271
1.0,3,30.763622
1.0,3,30.764704
1.0,3,30.765816
1.0,3,30.76689
1.0,3,30.767993
1.0,3,30.769114
1.0,3,30.770066
1.0,3,30.771016
1.0,3,30.772059
1.0,3,30.773194
1.0,3,30.774146
1.0,3,30.775238
1.0,3,30.776278
1.0,3,30.777368
1.0,3,30.778341
1.0,3,30.779282
1.0,3,30.780366
1.0,3,30.78131
1.0,3,30.782336
1.0,3,30.783253
1.0,3,30.784315
1.0,3,30.785259
1.0,3,30.786206
1.0,3,30.787265
1.0,3,30.788248
1.0,3,30.789151
1.0,3,30.790247
1.0,3,30.791298
1.0,3,30.792358
1.0,3,30.793327
1.0,3,30.794271
1.0,3,30.79519
1.0,3,30.796136
1.0,3,30.797185
1.0,3,30.798172
1.0,3,30.799249
1.0,3,30.800252
1.0,3,30.801276
1.0,3,30.802251
1.0,3,30.803267
1.0,3,30.804323
1.0,3,30.805259
1.0,3,30.806276
1.0,3,30.807254
1.0,3,30.80844
1.0,3,30.809482
1.0,3,30.81042
1.0,3,30.811336
1.0,3,30.812251
1.0,3,30.813161
1.0,3,30.814172
1.0,3,30.815107
1.0,3,30.816035
1.0,3,30.816976
1.0,3,30.818087
1.0,3,30.819125
1.0,3,30.820111
1.0,3,30.821071
1.0,3,30.822045
1.0,3,30.823043
1.0,3,30.823967
1.0,3,30.824883
1.0,3,30.825833
1.0,3,30.826803
1.0,3,30.827925
1.0,3,30.828953
1.0,3,30.829935
1.0,3,30.830936
1.0,3,30.831923
1.0,3,30.832839
1.0,3,30.833852
1.0,3,30.834829
1.0,3,30.83579
1.0,3,30.836723
1.0,3,30.83764
1.0,3,30.838589
1.0,3,30.839573
1.0,3,30.840532
1.0,3,30.841522
1.0,3,30.842565
1.0,3,30.84365
1.0,3,30.844761
1.0,3,30.845807
1.0,3,30.84687
1.0,3,30.8479
1.0,3,30.848848
1.0,3,30.849745
1.0,3,30.85066
1.0,3,30.851573
1.0,3,30.852521
1.0,3,30.853469
1.0,3,30.854393
1.0,3,30.855343
1.0,3,30.856364
1.0,3,30.857495
1.0,3,30.85852
1.0,3,30.859738
1.0,3,30.860796
1.0,3,30.861749
1.0,3,30.862664
1.0,3,30.863612
1.0,3,30.864595
1.0,3,30.865693
1.0,3,30.866645
1.0,3,30.867787
1.0,3,30.868706
1.0,3,30.869729
1.0,3,30.87077
1.0,3,30.871824
1.0,3,30.872788
1.0,3,30.873846
1.0,3,30.874861
1.0,3,30.875931
1.0,3,30.877122
1.0,3,30.878128
1.0,3,30.879295
1.0,3,30.8804
1.0,3,30.88153
1.0,3,30.882552
1.0,3,30.883564
1.0,3,30.884654
1.0,3,30.885593
1.0,3,30.886729
1.0,3,30.887671
1.0,3,30.888604
1.0,3,30.889649
1.0,3,30.890756
1.0,3,30.891745
1.0,3,30.892797
1.0,3,30.893722
1.0,3,30.894638
1.0,3,30.895677
1.0,3,30.89661
1.0,3,30.897596
1.0,3,30.89867
1.0,3,30.899727
1.0,3,30.900868
1.0,3,30.901908
1.0,3,30.902914
1.0,3,30.90383
1.0,3,30.90479
1.0,3,30.905791
1.0,3,30.906696
1.0,3,30.907621
1.0,3,30.908643
1.0,3,30.909605
1.0,3,30.91078
1.0,3,30.911751
1.0,3,30.912827
1.0,3,30.913827
1.0,3,30.914857
1.0,3,30.915808
1.0,3,30.916855
1.0,3,30.917802
1.0,3,30.918753
1.0,3,30.919716
1.0,3,30.920767
1.0,3,30.921754
1.0,3,30.92276
1.0,3,30.923671
1.0,3,30.92483
1.0,3,30.925749
1.0,3,30.926685
1.0,3,30.927824
1.0,3,30.928762
1.0,3,30.929763
1.0,3,30.931012
1.0,3,30.932007
1.0,3,30.93308
1.0,3,30.934106
1.0,3,30.935246
1.0,3,30.936247
1.0,3,30.937302
1.0,3,30.938364
1.0,3,30.939311
1.0,3,30.940379
1.0,3,30.941337
1.0,3,30.942302
1.0,3,30.943202
1.0,3,30.944127
1.0,3,30.945028
1.0,3,30.946193
1.0,3,30.94726
1.0,3,30.948341
1.0,3,30.949378
1.0,3,30.950317
1.0,3,30.951301
1.0,3,30.952266
1.0,3,30.953202
1.0,3,30.954268
1.0,3,30.955238
1.0,3,30.956199
1.0,3,30.957239
1.0,3,30.958333
1.0,3,30.959354
1.0,3,30.960419
1.0,3,30.961409
1.0,3,30.962399
1.0,3,30.963281
1.0,3,30.964293
1.0,3,30.965355
1.0,3,30.966287
1.0,3,30.967343
1.0,3,30.96841
1.0,3,30.969582
1.0,3,30.970552
1.0,3,30.971549
1.0,3,30.972541
1.0,3,30.973613
1.0,3,30.974606
1.0,3,30.975616
1.0,3,30.976555
1.0,3,30.977591
1.0,3,30.978627
1.0,3,30.979702
1.0,3,30.980683
1.0,3,30.981862
1.0,3,30.982901
1.0,3,30.983887
1.0,3,30.984872
1.0,3,30.986056
1.0,3,30.987044
1.0,3,30.987948
1.0,3,30.988946
1.0,3,30.990081
1.0,3,30.991184
1.0,3,30.992169
1.0,3,30.993122
1.0,3,30.994055
1.0,3,30.995124
1.0,3,30.996233
1.0,3,30.997206
1.0,3,30.998139
1.0,3,30.999167
1.0,3,31.000121
1.0,3,31.001078
1.0,3,31.002074
1.0,3,31.003139
1.0,3,31.004193
1.0,3,31.005182
1.0,3,31.006089
1.0,3,31.007118
1.0,3,31.008166
1.0,3,31.009111
1.0,3,31.010047
1.0,3,31.011028
1.0,3,31.011988
1.0,3,31.01309
1.0,3,31.014062
1.0,3,31.015023
1.0,3,31.016155
1.0,3,31.017167
1.0,3,31.018277
1.0,3,31.01925
1.0,3,31.020177
1.0,3,31.021125
1.0,3,31.022058
1.0,3,31.023096
1.0,3,31.024118
1.0,3,31.025201
1.0,3,31.026263
1.0,3,31.027227
1.0,3,31.028217
1.0,3,31.029304
1.0,3,31.030446
1.0,3,31.03148
1.0,3,31.032637
1.0,3,31.033704
1.0,3,31.034719
1.0,3,31.03589
1.0,3,31.036846
1.0,3,31.037792
1.0,3,31.038731
1.0,3,31.039661
1.0,3,31.040658
1.0,3,31.041583
1.0,3,31.042629
1.0,3,31.043677
1.0,3,31.044669
1.0,3,31.045766
1.0,3,31.046804
1.0,3,31.047903
1.0,3,31.049027
1.0,3,31.049977
1.0,3,31.050898
1.0,3,31.051886
1.0,3,31.052824
1.0,3,31.053759
1.0,3,31.054732
1.0,3,31.05573
1.0,3,31.056782
1.0,3,31.057809
1.0,3,31.058757
1.0,3,31.059833
1.0,3,31.060891
1.0,3,31.061948
1.0,3,31.062873
1.0,3,31.063788
1.0,3,31.064797
1.0,3,31.06588
1.0,3,31.066786
1.0,3,31.067696
1.0,3,31.068585
1.0,3,31.069611
1.0,3,31.070578
1.0,3,31.071507
1.0,3,31.072355
1.0,3,31.073429
1.0,3,31.074323
1.0,3,31.075392
1.0,3,31.076326
1.0,3,31.077227
1.0,3,31.078183
1.0,3,31.079081
1.0,3,31.080107
1.0,3,31.081134
1.0,3,31.082071
1.0,3,31.083001
1.0,3,31.083935
1.0,3,31.08502
1.0,3,31.086236
1.0,3,31.087219
1.0,3,31.088144
1.0,3,31.089063
1.0,3,31.090008
1.0,3,31.091041
1.0,3,31.092033
1.0,3,31.092969
1.0,3,31.093969
1.0,3,31.094982
1.0,3,31.096155
1.0,3,31.097268
1.0,3,31.098312
1.0,3,31.099293
1.0,3,31.100447
1.0,3,31.101463
1.0,3,31.102398
1.0,3,31.103434
1.0,3,31.10445
1.0,3,31.105552
1.0,3,31.106626
1.0,3,31.10758
1.0,3,31.108719
1.0,3,31.109777
1.0,3,31.110769
1.0,3,31.111686
1.0,3,31.112904
1.0,3,31.113896
1.0,3,31.114873
1.0,3,31.115863
1.0,3,31.116834
1.0,3,31.117838
1.0,3,31.118767
1.0,3,31.119763
1.0,3,31.12083
1.0,3,31.121915
1.0,3,31.12291
1.0,3,31.123824
1.0,3,31.124772
1.0,3,31.125826
1.0,3,31.126862
1.0,3,31.12802
1.0,3,31.129051
1.0,3,31.129981
1.0,3,31.131079
1.0,3,31.132022
1.0,3,31.13309
1.0,3,31.134056
1.0,3,31.135016
1.0,3,31.136116
1.0,3,31.137096
1.0,3,31.138066
1.0,3,31.138981
1.0,3,31.139918
1.0,3,31.140871
1.0,3,31.141955
1.0,3,31.142994
